onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	7
7.7	2.5	lure	high	1	4	new	6
12.2	2.5	foil	n/a	1	0	new	5
16.7	2.5	lure	low	1	4	new	7
21.2	2.5	foil	n/a	1	0	new	5
25.7	2.5	lure	high	2	4	similar	7
30.2	2.5	foil	n/a	1	0	new	3
34.7	2.5	lure	low	2	4	similar	6
39.2	2.5	foil	n/a	1	0	new	3
43.7	2.5	foil	n/a	1	0	new	4
48.2	2.5	foil	n/a	1	0	new	4
52.7	2.5	foil	n/a	1	0	new	6
57.2	2.5	foil	n/a	1	0	new	6
61.7	2.5	repeat	n/a	1	40	new	4
66.2	2.5	foil	n/a	1	0	new	3
70.7	2.5	repeat	n/a	1	40	new	4
75.2	2.5	foil	n/a	1	0	new	5
79.7	2.5	lure	high	1	40	new	4
84.2	2.5	lure	high	1	40	new	12
88.7	2.5	repeat	n/a	1	4	new	7
93.2	2.5	lure	low	1	4	new	6
97.7	2.5	foil	n/a	1	0	new	6
102.2	2.5	repeat	n/a	1	4	new	7
106.7	2.5	repeat	n/a	2	4	old	4
111.2	2.5	lure	low	2	4	similar	5
115.7	2.5	foil	n/a	1	0	new	3
120.2	2.5	repeat	n/a	2	4	similar	8
124.7	2.5	foil	n/a	1	0	new	7
129.2	2.5	repeat	n/a	1	12	new	7
133.7	2.5	foil	n/a	1	0	new	3
138.2	2.5	repeat	n/a	1	40	new	7
142.7	2.5	foil	n/a	1	0	new	7
147.2	2.5	foil	n/a	1	0	new	5
151.7	2.5	lure	low	1	12	new	6
156.2	2.5	repeat	n/a	1	12	new	6
160.7	2.5	foil	n/a	1	0	new	4
165.2	2.5	foil	n/a	1	0	new	5
169.7	2.5	foil	n/a	1	0	new	6
174.2	2.5	foil	n/a	1	0	new	3
178.7	2.5	lure	low	1	4	new	6
183.2	2.5	repeat	n/a	2	12	old	6
187.7	2.5	foil	n/a	1	0	new	7
192.2	2.5	lure	high	1	12	new	7
196.7	2.5	lure	low	2	4	new	6
201.2	2.5	foil	n/a	1	0	new	5
205.7	2.5	lure	low	2	12	similar	7
210.2	2.5	repeat	n/a	2	12	old	6
214.7	2.5	foil	n/a	1	0	new	4
219.2	2.5	repeat	n/a	1	12	new	5
223.7	2.5	lure	low	1	40	new	4
228.2	2.5	foil	n/a	1	0	new	1
232.7	2.5	lure	low	1	12	new	1
237.2	2.5	repeat	n/a	1	4	new	4
241.7	2.5	repeat	n/a	2	40	old	6
246.2	2.5	lure	high	2	12	similar	8
250.7	2.5	repeat	n/a	2	40	old	5
255.2	2.5	repeat	n/a	2	4	old	5
259.7	2.5	lure	high	2	40	similar	3
264.2	2.5	lure	high	2	40	old	9
268.7	2.5	repeat	n/a	1	40	new	4
273.2	2.5	repeat	n/a	2	12	old	5
277.7	2.5	lure	high	1	4	n/a	8
282.2	2.5	foil	n/a	1	0	new	6
286.7	2.5	lure	low	2	12	similar	8
291.2	2.5	foil	n/a	1	0	new	2
295.7	2.5	lure	high	2	4	similar	7
300.2	2.5	repeat	n/a	1	40	new	7
304.7	2.5	foil	n/a	1	0	similar	6
309.2	2.5	repeat	n/a	1	40	new	3
313.7	2.5	lure	high	1	40	new	7
318.2	2.5	repeat	n/a	2	40	old	8
322.7	2.5	repeat	n/a	1	12	new	7
327.2	2.5	lure	low	1	40	new	6
331.7	2.5	repeat	n/a	1	4	new	4
336.2	2.5	lure	low	1	12	new	3
340.7	2.5	lure	low	1	40	new	4
345.2	2.5	repeat	n/a	1	4	new	4
349.7	2.5	repeat	n/a	2	4	similar	2
354.2	2.5	foil	n/a	1	0	new	8
358.7	2.5	foil	n/a	1	0	new	6
363.2	2.5	repeat	n/a	2	4	old	4
367.7	2.5	foil	n/a	1	0	new	5
372.2	2.5	foil	n/a	1	0	new	3
376.7	2.5	repeat	n/a	2	12	old	6
381.2	2.5	repeat	n/a	1	12	new	5
385.7	2.5	foil	n/a	1	0	new	5
390.2	2.5	lure	low	2	12	similar	4
394.7	2.5	repeat	n/a	1	4	new	6
399.2	2.5	lure	high	1	12	new	3
403.7	2.5	lure	low	2	40	similar	4
408.2	2.5	lure	high	1	12	new	4
412.7	2.5	repeat	n/a	2	4	old	4
417.2	2.5	foil	n/a	1	0	new	4
421.7	2.5	repeat	n/a	1	12	new	6
426.2	2.5	foil	n/a	1	0	new	6
430.7	2.5	foil	n/a	1	0	new	5
435.2	2.5	repeat	n/a	2	12	old	5
439.7	2.5	foil	n/a	1	0	new	6
444.2	2.5	foil	n/a	1	0	new	6
448.7	2.5	repeat	n/a	2	40	similar	5
453.2	2.5	lure	high	2	12	similar	5
457.7	2.5	foil	n/a	1	0	new	8
462.2	2.5	lure	high	2	12	similar	6
466.7	2.5	lure	high	1	4	new	8
471.2	2.5	foil	n/a	1	0	new	3
475.7	2.5	repeat	n/a	2	12	n/a	8
480.2	2.5	repeat	n/a	2	40	old	8
484.7	2.5	lure	high	2	4	similar	7
489.2	2.5	repeat	n/a	2	40	old	5
493.7	2.5	lure	high	2	40	similar	5
498.2	2.5	foil	n/a	1	0	new	2
502.7	2.5	foil	n/a	1	0	new	4
507.2	2.5	lure	low	2	40	new	7
511.7	2.5	foil	n/a	1	0	new	4
516.2	2.5	foil	n/a	1	0	new	4
520.7	2.5	lure	low	2	40	new	3
