onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	lure	low	1	40	new	9
7.7	2.5	repeat	n/a	1	40	new	4
12.2	2.5	foil	n/a	1	0	new	9
16.7	2.5	foil	n/a	1	0	new	9
21.2	2.5	foil	n/a	1	0	new	7
25.7	2.5	lure	low	1	12	new	8
30.2	2.5	foil	n/a	1	0	new	7
34.7	2.5	foil	n/a	1	0	new	10
39.2	2.5	repeat	n/a	1	4	new	6
43.7	2.5	lure	high	1	4	new	8
48.2	2.5	repeat	n/a	1	12	new	5
52.7	2.5	foil	n/a	1	0	new	8
57.2	2.5	repeat	n/a	2	4	old	9
61.7	2.5	lure	high	2	4	old	9
66.2	2.5	foil	n/a	1	0	new	10
70.7	2.5	lure	low	1	40	new	9
75.2	2.5	lure	low	1	4	new	6
79.7	2.5	lure	low	2	12	similar	11
84.2	2.5	lure	high	1	40	new	8
88.7	2.5	repeat	n/a	1	4	new	3
93.2	2.5	lure	low	2	4	new	9
97.7	2.5	repeat	n/a	1	12	new	5
102.2	2.5	repeat	n/a	2	12	old	10
106.7	2.5	repeat	n/a	2	4	old	7
111.2	2.5	foil	n/a	1	0	new	6
115.7	2.5	foil	n/a	1	0	new	7
120.2	2.5	lure	high	1	12	new	8
124.7	2.5	foil	n/a	1	0	new	7
129.2	2.5	lure	low	1	4	new	6
133.7	2.5	foil	n/a	1	0	new	8
138.2	2.5	foil	n/a	1	0	new	5
142.7	2.5	repeat	n/a	1	40	new	7
147.2	2.5	lure	low	2	4	similar	8
151.7	2.5	repeat	n/a	2	12	old	10
156.2	2.5	repeat	n/a	1	12	new	7
160.7	2.5	foil	n/a	1	0	new	6
165.2	2.5	foil	n/a	1	0	new	10
169.7	2.5	lure	high	1	12	similar	12
174.2	2.5	lure	high	2	12	old	10
178.7	2.5	foil	n/a	1	0	new	9
183.2	2.5	lure	low	2	40	similar	10
187.7	2.5	repeat	n/a	2	40	old	8
192.2	2.5	foil	n/a	1	0	new	9
196.7	2.5	repeat	n/a	1	4	new	9
201.2	2.5	foil	n/a	1	0	new	10
205.7	2.5	lure	low	1	12	new	5
210.2	2.5	repeat	n/a	2	12	old	12
214.7	2.5	repeat	n/a	2	4	new	9
219.2	2.5	repeat	n/a	1	12	new	7
223.7	2.5	lure	high	2	12	old	8
228.2	2.5	foil	n/a	1	0	new	6
232.7	2.5	foil	n/a	1	0	new	7
237.2	2.5	foil	n/a	1	0	new	7
241.7	2.5	foil	n/a	1	0	new	4
246.2	2.5	repeat	n/a	1	40	new	5
250.7	2.5	lure	low	2	40	similar	8
255.2	2.5	lure	high	1	40	new	7
259.7	2.5	lure	low	2	12	similar	10
264.2	2.5	lure	high	2	40	old	8
268.7	2.5	repeat	n/a	1	40	new	7
273.2	2.5	repeat	n/a	2	12	old	6
277.7	2.5	foil	n/a	1	0	new	9
282.2	2.5	lure	high	1	12	new	11
286.7	2.5	foil	n/a	1	0	new	7
291.2	2.5	lure	low	1	40	new	7
295.7	2.5	lure	low	1	12	new	6
300.2	2.5	foil	n/a	1	0	new	5
304.7	2.5	foil	n/a	1	0	new	7
309.2	2.5	foil	n/a	1	0	new	9
313.7	2.5	repeat	n/a	1	4	new	8
318.2	2.5	lure	high	1	40	new	9
322.7	2.5	repeat	n/a	2	40	old	10
327.2	2.5	repeat	n/a	1	40	new	4
331.7	2.5	repeat	n/a	2	4	old	9
336.2	2.5	lure	high	2	12	old	7
340.7	2.5	repeat	n/a	1	40	new	5
345.2	2.5	foil	n/a	1	0	new	5
349.7	2.5	lure	low	2	12	similar	9
354.2	2.5	lure	high	1	4	new	5
358.7	2.5	foil	n/a	1	0	new	3
363.2	2.5	lure	low	1	4	new	10
367.7	2.5	repeat	n/a	1	4	new	8
372.2	2.5	lure	high	2	4	old	9
376.7	2.5	foil	n/a	1	0	new	7
381.2	2.5	lure	low	2	4	similar	9
385.7	2.5	repeat	n/a	2	4	old	8
390.2	2.5	foil	n/a	1	0	new	7
394.7	2.5	foil	n/a	1	0	new	7
399.2	2.5	lure	high	1	4	new	8
403.7	2.5	foil	n/a	1	0	new	3
408.2	2.5	repeat	n/a	1	12	new	7
412.7	2.5	repeat	n/a	1	12	new	8
417.2	2.5	lure	high	2	4	old	7
421.7	2.5	foil	n/a	1	0	new	5
426.2	2.5	repeat	n/a	2	40	old	7
430.7	2.5	foil	n/a	1	0	new	4
435.2	2.5	lure	high	2	40	old	9
439.7	2.5	foil	n/a	1	0	new	9
444.2	2.5	foil	n/a	1	0	old	3
448.7	2.5	repeat	n/a	2	40	old	6
453.2	2.5	foil	n/a	1	0	new	7
457.7	2.5	repeat	n/a	1	4	old	10
462.2	2.5	repeat	n/a	2	12	old	8
466.7	2.5	repeat	n/a	2	12	old	6
471.2	2.5	lure	low	2	40	new	7
475.7	2.5	repeat	n/a	2	4	old	6
480.2	2.5	foil	n/a	1	0	new	11
484.7	2.5	foil	n/a	1	0	new	4
489.2	2.5	foil	n/a	1	0	new	6
493.7	2.5	foil	n/a	1	0	new	4
498.2	2.5	lure	high	2	40	similar	7
502.7	2.5	foil	n/a	1	0	new	6
507.2	2.5	repeat	n/a	2	40	similar	9
511.7	2.5	foil	n/a	1	0	new	8
516.2	2.5	foil	n/a	1	0	new	8
520.7	2.5	repeat	n/a	2	40	old	7
