onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	lure	low	1	4	new	6
7.7	2.5	foil	n/a	1	0	new	7
12.2	2.5	foil	n/a	1	0	new	10
16.7	2.5	repeat	n/a	1	4	new	6
21.2	2.5	lure	low	2	4	similar	7
25.7	2.5	lure	low	1	4	new	6
30.2	2.5	foil	n/a	1	0	new	7
34.7	2.5	repeat	n/a	2	4	old	6
39.2	2.5	repeat	n/a	1	12	new	7
43.7	2.5	lure	low	2	4	similar	8
48.2	2.5	lure	high	1	12	new	8
52.7	2.5	lure	low	1	40	new	10
57.2	2.5	foil	n/a	1	0	new	5
61.7	2.5	lure	low	1	40	new	8
66.2	2.5	repeat	n/a	1	40	new	7
70.7	2.5	foil	n/a	1	0	new	6
75.2	2.5	foil	n/a	1	0	new	6
79.7	2.5	repeat	n/a	1	12	new	5
84.2	2.5	repeat	n/a	1	40	new	7
88.7	2.5	repeat	n/a	1	40	new	9
93.2	2.5	repeat	n/a	2	12	old	7
97.7	2.5	foil	n/a	1	0	new	8
102.2	2.5	lure	high	2	12	old	8
106.7	2.5	repeat	n/a	1	12	new	7
111.2	2.5	foil	n/a	1	0	new	8
115.7	2.5	foil	n/a	1	0	new	8
120.2	2.5	lure	high	1	40	new	11
124.7	2.5	foil	n/a	1	0	new	5
129.2	2.5	lure	high	1	4	new	6
133.7	2.5	repeat	n/a	2	12	similar	7
138.2	2.5	lure	high	1	12	new	7
142.7	2.5	foil	n/a	1	0	new	6
147.2	2.5	lure	high	2	4	similar	7
151.7	2.5	foil	n/a	1	0	new	6
156.2	2.5	lure	high	1	4	new	7
160.7	2.5	repeat	n/a	2	12	old	9
165.2	2.5	foil	n/a	1	0	new	7
169.7	2.5	foil	n/a	1	0	new	5
174.2	2.5	lure	high	2	4	new	6
178.7	2.5	repeat	n/a	1	4	new	5
183.2	2.5	foil	n/a	1	0	new	6
187.7	2.5	repeat	n/a	1	4	new	8
192.2	2.5	lure	high	2	12	similar	7
196.7	2.5	repeat	n/a	2	4	similar	7
201.2	2.5	lure	high	1	40	similar	6
205.7	2.5	repeat	n/a	2	4	old	7
210.2	2.5	foil	n/a	1	0	new	7
214.7	2.5	lure	low	1	40	new	6
219.2	2.5	lure	high	1	4	new	7
223.7	2.5	foil	n/a	1	0	new	6
228.2	2.5	repeat	n/a	1	40	new	5
232.7	2.5	lure	low	2	40	similar	8
237.2	2.5	lure	high	2	4	similar	9
241.7	2.5	lure	low	2	40	new	7
246.2	2.5	repeat	n/a	2	40	old	7
250.7	2.5	repeat	n/a	1	12	new	7
255.2	2.5	repeat	n/a	1	4	new	7
259.7	2.5	foil	n/a	1	0	new	5
264.2	2.5	repeat	n/a	2	40	old	5
268.7	2.5	repeat	n/a	2	40	old	8
273.2	2.5	repeat	n/a	2	4	old	8
277.7	2.5	lure	low	1	12	new	7
282.2	2.5	foil	n/a	1	0	new	9
286.7	2.5	foil	n/a	1	0	new	8
291.2	2.5	repeat	n/a	1	12	new	8
295.7	2.5	repeat	n/a	1	40	new	7
300.2	2.5	lure	high	2	40	similar	7
304.7	2.5	repeat	n/a	2	12	old	7
309.2	2.5	lure	low	1	4	new	9
313.7	2.5	foil	n/a	1	0	new	7
318.2	2.5	repeat	n/a	1	40	new	7
322.7	2.5	foil	n/a	1	0	new	3
327.2	2.5	lure	low	2	4	similar	7
331.7	2.5	lure	low	2	12	new	6
336.2	2.5	lure	high	1	40	new	6
340.7	2.5	repeat	n/a	1	4	new	9
345.2	2.5	repeat	n/a	2	12	old	8
349.7	2.5	lure	low	1	12	new	6
354.2	2.5	foil	n/a	1	0	new	8
358.7	2.5	repeat	n/a	2	4	old	7
363.2	2.5	foil	n/a	1	0	new	7
367.7	2.5	foil	n/a	1	0	new	7
372.2	2.5	repeat	n/a	1	12	new	7
376.7	2.5	foil	n/a	1	0	new	6
381.2	2.5	lure	high	2	40	similar	8
385.7	2.5	foil	n/a	1	0	new	7
390.2	2.5	foil	n/a	1	0	new	7
394.7	2.5	lure	low	2	40	similar	7
399.2	2.5	foil	n/a	1	0	new	8
403.7	2.5	lure	low	2	12	similar	7
408.2	2.5	repeat	n/a	2	40	old	5
412.7	2.5	lure	high	1	12	new	8
417.2	2.5	foil	n/a	1	0	new	8
421.7	2.5	foil	n/a	1	0	new	7
426.2	2.5	repeat	n/a	2	12	old	7
430.7	2.5	foil	n/a	1	0	new	7
435.2	2.5	foil	n/a	1	0	new	8
439.7	2.5	lure	low	1	12	new	7
444.2	2.5	repeat	n/a	1	4	new	11
448.7	2.5	foil	n/a	1	0	new	7
453.2	2.5	foil	n/a	1	0	new	6
457.7	2.5	foil	n/a	1	0	new	9
462.2	2.5	repeat	n/a	2	4	old	9
466.7	2.5	lure	high	2	12	new	7
471.2	2.5	foil	n/a	1	0	new	6
475.7	2.5	repeat	n/a	2	40	similar	5
480.2	2.5	foil	n/a	1	0	new	5
484.7	2.5	foil	n/a	1	0	new	8
489.2	2.5	foil	n/a	1	0	new	8
493.7	2.5	lure	low	2	12	similar	8
498.2	2.5	repeat	n/a	2	40	old	9
502.7	2.5	foil	n/a	1	0	new	6
507.2	2.5	foil	n/a	1	0	new	8
511.7	2.5	foil	n/a	1	0	new	7
516.2	2.5	lure	high	2	40	old	9
520.7	2.5	foil	n/a	1	0	new	5
