onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	9
7.7	2.5	foil	n/a	1	0	new	7
12.2	2.5	foil	n/a	1	0	new	8
16.7	2.5	lure	low	1	4	new	8
21.2	2.5	foil	n/a	1	0	new	5
25.7	2.5	foil	n/a	1	0	new	5
30.2	2.5	repeat	n/a	1	12	new	8
34.7	2.5	lure	low	2	4	new	8
39.2	2.5	foil	n/a	1	0	new	5
43.7	2.5	foil	n/a	1	0	new	4
48.2	2.5	foil	n/a	1	0	new	5
52.7	2.5	lure	low	1	12	new	6
57.2	2.5	lure	high	1	12	new	7
61.7	2.5	lure	high	1	4	new	5
66.2	2.5	foil	n/a	1	0	new	9
70.7	2.5	foil	n/a	1	0	new	9
75.2	2.5	repeat	n/a	1	40	new	7
79.7	2.5	lure	high	2	4	old	7
84.2	2.5	repeat	n/a	2	12	old	9
88.7	2.5	foil	n/a	1	0	new	5
93.2	2.5	foil	n/a	1	0	new	7
97.7	2.5	lure	low	1	40	new	4
102.2	2.5	foil	n/a	1	0	new	7
106.7	2.5	lure	low	2	12	similar	6
111.2	2.5	lure	high	2	12	old	5
115.7	2.5	lure	low	1	40	new	8
120.2	2.5	repeat	n/a	1	4	new	9
124.7	2.5	foil	n/a	1	0	new	6
129.2	2.5	lure	low	1	12	new	9
133.7	2.5	foil	n/a	1	0	new	7
138.2	2.5	repeat	n/a	2	4	old	6
142.7	2.5	foil	n/a	1	0	new	6
147.2	2.5	foil	n/a	1	0	new	6
151.7	2.5	lure	low	1	12	new	8
156.2	2.5	foil	n/a	1	0	new	4
160.7	2.5	foil	n/a	1	0	n/a	9
165.2	2.5	repeat	n/a	1	40	new	6
169.7	2.5	lure	high	1	40	new	8
174.2	2.5	foil	n/a	1	0	new	5
178.7	2.5	lure	low	1	40	new	8
183.2	2.5	lure	low	2	12	similar	9
187.7	2.5	lure	high	1	40	new	9
192.2	2.5	repeat	n/a	1	4	new	8
196.7	2.5	repeat	n/a	1	40	new	8
201.2	2.5	foil	n/a	1	0	new	7
205.7	2.5	lure	low	2	12	similar	7
210.2	2.5	repeat	n/a	2	4	old	7
214.7	2.5	repeat	n/a	1	40	new	6
219.2	2.5	repeat	n/a	1	12	new	7
223.7	2.5	foil	n/a	1	0	new	6
228.2	2.5	foil	n/a	1	0	new	4
232.7	2.5	foil	n/a	1	0	new	6
237.2	2.5	foil	n/a	1	0	new	6
241.7	2.5	foil	n/a	1	0	new	7
246.2	2.5	foil	n/a	1	0	new	11
250.7	2.5	lure	high	1	40	new	8
255.2	2.5	repeat	n/a	2	40	old	9
259.7	2.5	foil	n/a	1	0	old	9
264.2	2.5	lure	high	1	4	new	10
268.7	2.5	repeat	n/a	1	4	new	7
273.2	2.5	repeat	n/a	2	12	old	8
277.7	2.5	lure	low	2	40	new	7
282.2	2.5	lure	high	2	4	old	10
286.7	2.5	repeat	n/a	2	4	old	8
291.2	2.5	foil	n/a	1	0	new	7
295.7	2.5	lure	low	2	40	new	6
300.2	2.5	repeat	n/a	1	40	new	8
304.7	2.5	repeat	n/a	1	4	new	8
309.2	2.5	foil	n/a	1	0	new	7
313.7	2.5	foil	n/a	1	0	new	6
318.2	2.5	repeat	n/a	1	12	new	8
322.7	2.5	repeat	n/a	2	4	old	7
327.2	2.5	lure	high	1	12	new	8
331.7	2.5	foil	n/a	1	0	new	8
336.2	2.5	foil	n/a	1	0	new	9
340.7	2.5	repeat	n/a	1	40	new	4
345.2	2.5	repeat	n/a	2	40	old	10
349.7	2.5	lure	high	2	40	similar	8
354.2	2.5	foil	n/a	1	0	new	7
358.7	2.5	lure	low	2	40	new	8
363.2	2.5	repeat	n/a	1	12	new	8
367.7	2.5	lure	high	2	40	old	9
372.2	2.5	repeat	n/a	2	12	old	10
376.7	2.5	repeat	n/a	2	40	old	8
381.2	2.5	lure	high	2	12	old	6
385.7	2.5	foil	n/a	1	0	new	5
390.2	2.5	repeat	n/a	1	4	new	7
394.7	2.5	repeat	n/a	2	40	old	9
399.2	2.5	foil	n/a	1	0	new	5
403.7	2.5	lure	high	1	4	new	6
408.2	2.5	repeat	n/a	2	4	old	8
412.7	2.5	foil	n/a	1	0	new	7
417.2	2.5	repeat	n/a	2	12	old	6
421.7	2.5	lure	high	2	4	similar	10
426.2	2.5	foil	n/a	1	0	new	10
430.7	2.5	lure	high	2	40	similar	6
435.2	2.5	lure	high	1	12	new	10
439.7	2.5	foil	n/a	1	0	new	7
444.2	2.5	foil	n/a	1	0	new	10
448.7	2.5	repeat	n/a	1	12	new	5
453.2	2.5	repeat	n/a	1	12	new	6
457.7	2.5	foil	n/a	1	0	new	10
462.2	2.5	foil	n/a	1	0	new	8
466.7	2.5	lure	low	1	4	new	7
471.2	2.5	foil	n/a	1	0	new	8
475.7	2.5	foil	n/a	1	0	new	8
480.2	2.5	repeat	n/a	2	40	new	7
484.7	2.5	lure	low	2	4	new	8
489.2	2.5	lure	high	2	12	similar	8
493.7	2.5	repeat	n/a	1	4	new	8
498.2	2.5	lure	low	1	4	new	9
502.7	2.5	repeat	n/a	2	12	old	7
507.2	2.5	repeat	n/a	2	12	old	9
511.7	2.5	repeat	n/a	2	4	old	8
516.2	2.5	lure	low	2	4	similar	7
520.7	2.5	repeat	n/a	2	40	old	3
