onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	9
7.7	2.5	lure	low	1	40	new	7
12.2	2.5	foil	n/a	1	0	new	6
16.7	2.5	lure	low	1	12	new	5
21.2	2.5	repeat	n/a	1	40	new	7
25.7	2.5	repeat	n/a	1	40	new	8
30.2	2.5	foil	n/a	1	0	new	6
34.7	2.5	foil	n/a	1	0	new	8
39.2	2.5	lure	high	1	4	new	6
43.7	2.5	foil	n/a	1	0	new	6
48.2	2.5	repeat	n/a	1	40	new	6
52.7	2.5	foil	n/a	1	0	new	4
57.2	2.5	lure	high	2	4	similar	9
61.7	2.5	foil	n/a	1	0	new	7
66.2	2.5	repeat	n/a	1	40	new	6
70.7	2.5	lure	low	2	12	similar	8
75.2	2.5	foil	n/a	1	0	new	8
79.7	2.5	foil	n/a	1	0	new	5
84.2	2.5	repeat	n/a	1	4	new	5
88.7	2.5	foil	n/a	1	0	new	6
93.2	2.5	foil	n/a	1	0	new	5
97.7	2.5	foil	n/a	1	0	new	8
102.2	2.5	repeat	n/a	2	4	similar	8
106.7	2.5	repeat	n/a	1	4	new	7
111.2	2.5	foil	n/a	1	0	new	8
115.7	2.5	lure	high	1	4	new	5
120.2	2.5	foil	n/a	1	0	new	5
124.7	2.5	repeat	n/a	2	4	old	8
129.2	2.5	repeat	n/a	1	12	new	6
133.7	2.5	lure	high	2	4	similar	8
138.2	2.5	foil	n/a	1	0	new	5
142.7	2.5	foil	n/a	1	0	new	8
147.2	2.5	foil	n/a	1	0	new	6
151.7	2.5	lure	low	1	4	new	5
156.2	2.5	lure	low	1	40	new	7
160.7	2.5	lure	high	1	40	new	6
165.2	2.5	foil	n/a	1	0	new	5
169.7	2.5	lure	low	2	4	similar	8
174.2	2.5	foil	n/a	1	0	new	7
178.7	2.5	foil	n/a	1	0	new	8
183.2	2.5	repeat	n/a	2	12	similar	9
187.7	2.5	lure	low	2	40	similar	8
192.2	2.5	lure	low	1	4	new	8
196.7	2.5	lure	high	1	4	new	7
201.2	2.5	repeat	n/a	2	40	old	8
205.7	2.5	repeat	n/a	2	40	old	8
210.2	2.5	lure	low	2	4	similar	9
214.7	2.5	lure	high	2	4	old	9
219.2	2.5	foil	n/a	1	0	new	7
223.7	2.5	lure	high	1	12	new	8
228.2	2.5	repeat	n/a	2	40	old	10
232.7	2.5	repeat	n/a	1	12	new	9
237.2	2.5	repeat	n/a	1	40	new	10
241.7	2.5	repeat	n/a	1	12	new	9
246.2	2.5	repeat	n/a	2	40	n/a	4
250.7	2.5	repeat	n/a	1	40	new	8
255.2	2.5	repeat	n/a	1	4	new	8
259.7	2.5	foil	n/a	1	0	new	8
264.2	2.5	foil	n/a	1	0	new	7
268.7	2.5	repeat	n/a	1	12	new	8
273.2	2.5	repeat	n/a	2	4	old	8
277.7	2.5	lure	high	2	12	old	10
282.2	2.5	repeat	n/a	1	4	new	6
286.7	2.5	repeat	n/a	2	12	old	9
291.2	2.5	repeat	n/a	1	12	new	9
295.7	2.5	repeat	n/a	2	12	old	8
300.2	2.5	repeat	n/a	2	4	old	7
304.7	2.5	lure	high	1	40	new	9
309.2	2.5	lure	low	1	12	new	7
313.7	2.5	lure	high	1	12	new	8
318.2	2.5	lure	high	1	12	similar	9
322.7	2.5	repeat	n/a	2	12	old	9
327.2	2.5	lure	low	1	40	new	4
331.7	2.5	lure	high	1	40	new	10
336.2	2.5	lure	low	2	40	similar	6
340.7	2.5	lure	high	2	40	old	9
345.2	2.5	repeat	n/a	2	12	old	10
349.7	2.5	foil	n/a	1	0	new	11
354.2	2.5	foil	n/a	1	0	new	9
358.7	2.5	repeat	n/a	1	12	new	8
363.2	2.5	lure	low	2	12	similar	10
367.7	2.5	lure	high	2	12	similar	6
372.2	2.5	lure	high	2	12	old	8
376.7	2.5	foil	n/a	1	0	new	8
381.2	2.5	lure	low	1	4	new	10
385.7	2.5	foil	n/a	1	0	new	10
390.2	2.5	foil	n/a	1	0	new	9
394.7	2.5	foil	n/a	1	0	new	7
399.2	2.5	lure	low	2	4	similar	8
403.7	2.5	foil	n/a	1	0	new	7
408.2	2.5	repeat	n/a	1	4	new	7
412.7	2.5	repeat	n/a	2	12	old	9
417.2	2.5	repeat	n/a	2	40	old	9
421.7	2.5	lure	low	1	12	new	6
426.2	2.5	repeat	n/a	2	4	old	7
430.7	2.5	repeat	n/a	2	40	old	10
435.2	2.5	foil	n/a	1	0	new	7
439.7	2.5	repeat	n/a	1	4	new	8
444.2	2.5	foil	n/a	1	0	n/a	10
448.7	2.5	foil	n/a	1	0	new	8
453.2	2.5	foil	n/a	1	0	new	8
457.7	2.5	repeat	n/a	2	4	old	10
462.2	2.5	foil	n/a	1	0	new	9
466.7	2.5	foil	n/a	1	0	new	9
471.2	2.5	foil	n/a	1	0	new	7
475.7	2.5	lure	low	2	12	similar	8
480.2	2.5	foil	n/a	1	0	new	10
484.7	2.5	lure	high	2	40	similar	7
489.2	2.5	foil	n/a	1	0	new	10
493.7	2.5	foil	n/a	1	0	new	5
498.2	2.5	foil	n/a	1	0	new	7
502.7	2.5	foil	n/a	1	0	new	8
507.2	2.5	lure	low	2	40	similar	8
511.7	2.5	lure	high	2	40	similar	10
516.2	2.5	foil	n/a	1	0	new	10
520.7	2.5	foil	n/a	1	0	new	8
