onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	6
7.7	2.5	foil	n/a	1	0	new	4
12.2	2.5	repeat	n/a	1	4	new	4
16.7	2.5	foil	n/a	1	0	new	5
21.2	2.5	foil	n/a	1	0	new	5
25.7	2.5	lure	low	1	12	new	4
30.2	2.5	repeat	n/a	2	4	old	6
34.7	2.5	lure	high	1	4	new	6
39.2	2.5	foil	n/a	1	0	new	5
43.7	2.5	foil	n/a	1	0	new	5
48.2	2.5	repeat	n/a	1	4	new	5
52.7	2.5	lure	high	2	4	old	7
57.2	2.5	lure	high	1	4	new	7
61.7	2.5	foil	n/a	1	0	new	5
66.2	2.5	repeat	n/a	2	4	old	7
70.7	2.5	foil	n/a	1	0	new	7
75.2	2.5	lure	high	2	4	old	11
79.7	2.5	lure	low	2	12	similar	7
84.2	2.5	foil	n/a	1	0	new	3
88.7	2.5	lure	high	1	40	new	8
93.2	2.5	lure	low	1	4	new	10
97.7	2.5	lure	high	1	12	new	7
102.2	2.5	repeat	n/a	1	12	new	10
106.7	2.5	lure	low	1	12	new	5
111.2	2.5	lure	low	2	4	similar	6
115.7	2.5	repeat	n/a	1	4	new	6
120.2	2.5	foil	n/a	1	0	new	6
124.7	2.5	repeat	n/a	1	12	new	7
129.2	2.5	lure	high	1	12	new	4
133.7	2.5	repeat	n/a	2	4	old	6
138.2	2.5	foil	n/a	1	0	new	8
142.7	2.5	foil	n/a	1	0	new	8
147.2	2.5	foil	n/a	1	0	new	2
151.7	2.5	lure	high	2	12	similar	4
156.2	2.5	repeat	n/a	2	12	old	12
160.7	2.5	lure	low	2	12	similar	7
165.2	2.5	foil	n/a	1	0	new	10
169.7	2.5	lure	high	1	40	new	6
174.2	2.5	lure	high	1	12	new	8
178.7	2.5	repeat	n/a	2	12	old	10
183.2	2.5	lure	high	2	12	similar	7
187.7	2.5	foil	n/a	1	0	new	6
192.2	2.5	repeat	n/a	1	12	new	5
196.7	2.5	lure	high	1	4	new	3
201.2	2.5	repeat	n/a	1	40	new	6
205.7	2.5	lure	high	1	40	new	7
210.2	2.5	foil	n/a	1	0	new	4
214.7	2.5	lure	high	2	4	old	5
219.2	2.5	foil	n/a	1	0	new	9
223.7	2.5	lure	low	1	40	new	4
228.2	2.5	lure	high	2	12	old	8
232.7	2.5	foil	n/a	1	0	new	5
237.2	2.5	foil	n/a	1	0	new	9
241.7	2.5	repeat	n/a	1	40	new	7
246.2	2.5	repeat	n/a	2	12	old	3
250.7	2.5	lure	low	1	40	new	3
255.2	2.5	repeat	n/a	1	40	new	6
259.7	2.5	foil	n/a	1	0	new	6
264.2	2.5	repeat	n/a	1	40	new	5
268.7	2.5	lure	high	2	40	similar	5
273.2	2.5	foil	n/a	1	0	new	6
277.7	2.5	foil	n/a	1	0	new	10
282.2	2.5	repeat	n/a	1	40	new	6
286.7	2.5	lure	low	1	40	new	7
291.2	2.5	lure	low	1	12	new	4
295.7	2.5	foil	n/a	1	0	new	8
300.2	2.5	foil	n/a	1	0	new	6
304.7	2.5	repeat	n/a	1	4	new	9
309.2	2.5	foil	n/a	1	0	new	6
313.7	2.5	repeat	n/a	1	12	new	7
318.2	2.5	repeat	n/a	1	12	new	4
322.7	2.5	repeat	n/a	2	4	old	9
327.2	2.5	repeat	n/a	1	40	new	4
331.7	2.5	foil	n/a	1	0	new	9
336.2	2.5	foil	n/a	1	0	new	5
340.7	2.5	foil	n/a	1	0	new	5
345.2	2.5	lure	low	2	12	similar	5
349.7	2.5	lure	high	2	40	similar	5
354.2	2.5	foil	n/a	1	0	new	5
358.7	2.5	foil	n/a	1	0	new	6
363.2	2.5	foil	n/a	1	0	new	4
367.7	2.5	repeat	n/a	2	12	old	7
372.2	2.5	repeat	n/a	2	12	old	7
376.7	2.5	foil	n/a	1	0	new	4
381.2	2.5	repeat	n/a	2	40	old	7
385.7	2.5	lure	high	2	40	old	9
390.2	2.5	repeat	n/a	1	4	new	3
394.7	2.5	foil	n/a	1	0	new	6
399.2	2.5	repeat	n/a	1	12	new	7
403.7	2.5	lure	low	2	40	new	5
408.2	2.5	repeat	n/a	2	4	old	5
412.7	2.5	foil	n/a	1	0	similar	6
417.2	2.5	foil	n/a	1	0	new	1
421.7	2.5	repeat	n/a	2	40	similar	5
426.2	2.5	foil	n/a	1	0	new	5
430.7	2.5	lure	low	2	40	similar	5
435.2	2.5	repeat	n/a	2	40	old	6
439.7	2.5	foil	n/a	1	0	new	4
444.2	2.5	repeat	n/a	2	40	old	3
448.7	2.5	foil	n/a	1	0	new	5
453.2	2.5	repeat	n/a	2	12	old	5
457.7	2.5	foil	n/a	1	0	new	7
462.2	2.5	repeat	n/a	2	40	old	6
466.7	2.5	lure	low	2	40	similar	6
471.2	2.5	foil	n/a	1	0	new	8
475.7	2.5	foil	n/a	1	0	new	9
480.2	2.5	foil	n/a	1	0	new	4
484.7	2.5	repeat	n/a	1	4	new	8
489.2	2.5	foil	n/a	1	0	new	5
493.7	2.5	lure	low	1	4	new	6
498.2	2.5	lure	low	1	4	new	7
502.7	2.5	repeat	n/a	2	4	old	9
507.2	2.5	repeat	n/a	2	40	old	5
511.7	2.5	lure	low	2	4	similar	5
516.2	2.5	lure	low	2	4	similar	8
520.7	2.5	foil	n/a	1	0	new	3
