onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	2
7.7	2.5	repeat	n/a	1	40	new	9
12.2	2.5	foil	n/a	1	0	new	12
16.7	2.5	repeat	n/a	1	12	new	10
21.2	2.5	foil	n/a	1	0	new	9
25.7	2.5	foil	n/a	1	0	new	9
30.2	2.5	repeat	n/a	1	4	new	11
34.7	2.5	repeat	n/a	1	40	new	12
39.2	2.5	lure	low	1	12	new	8
43.7	2.5	foil	n/a	1	0	new	9
48.2	2.5	repeat	n/a	2	4	old	9
52.7	2.5	foil	n/a	1	0	new	6
57.2	2.5	lure	low	1	40	new	11
61.7	2.5	lure	low	1	4	new	9
66.2	2.5	foil	n/a	1	0	new	9
70.7	2.5	repeat	n/a	2	12	old	9
75.2	2.5	foil	n/a	1	0	new	10
79.7	2.5	lure	low	2	4	similar	10
84.2	2.5	foil	n/a	1	0	new	9
88.7	2.5	foil	n/a	1	0	new	10
93.2	2.5	lure	low	2	12	similar	9
97.7	2.5	foil	n/a	1	0	new	9
102.2	2.5	foil	n/a	1	0	new	9
106.7	2.5	repeat	n/a	1	4	new	6
111.2	2.5	lure	low	1	12	new	7
115.7	2.5	lure	high	1	40	new	8
120.2	2.5	lure	high	1	40	new	10
124.7	2.5	repeat	n/a	2	4	old	11
129.2	2.5	lure	low	1	40	new	11
133.7	2.5	lure	low	1	4	new	9
138.2	2.5	foil	n/a	1	0	n/a	9
142.7	2.5	lure	high	1	4	new	10
147.2	2.5	foil	n/a	1	0	new	11
151.7	2.5	lure	low	2	4	similar	9
156.2	2.5	repeat	n/a	1	12	new	11
160.7	2.5	lure	high	2	4	similar	5
165.2	2.5	lure	low	2	12	similar	9
169.7	2.5	foil	n/a	1	0	new	13
174.2	2.5	lure	high	1	12	new	10
178.7	2.5	foil	n/a	1	0	new	15
183.2	2.5	foil	n/a	1	0	new	9
187.7	2.5	repeat	n/a	2	40	old	11
192.2	2.5	foil	n/a	1	0	new	9
196.7	2.5	repeat	n/a	1	40	new	11
201.2	2.5	lure	low	1	12	new	11
205.7	2.5	repeat	n/a	1	4	new	9
210.2	2.5	repeat	n/a	2	12	old	11
214.7	2.5	repeat	n/a	2	40	old	10
219.2	2.5	repeat	n/a	1	12	new	9
223.7	2.5	repeat	n/a	2	4	old	10
228.2	2.5	lure	high	2	12	old	10
232.7	2.5	foil	n/a	1	0	new	9
237.2	2.5	lure	low	2	40	similar	12
241.7	2.5	repeat	n/a	1	40	new	10
246.2	2.5	foil	n/a	1	0	new	6
250.7	2.5	repeat	n/a	1	40	new	9
255.2	2.5	lure	low	2	12	similar	15
259.7	2.5	lure	high	1	40	new	6
264.2	2.5	repeat	n/a	1	12	new	3
268.7	2.5	foil	n/a	1	0	new	5
273.2	2.5	repeat	n/a	2	12	similar	10
277.7	2.5	foil	n/a	1	0	new	11
282.2	2.5	repeat	n/a	1	40	new	11
286.7	2.5	lure	low	1	40	new	9
291.2	2.5	foil	n/a	1	0	new	4
295.7	2.5	lure	high	2	40	n/a	12
300.2	2.5	lure	high	2	40	new	11
304.7	2.5	foil	n/a	1	0	new	8
309.2	2.5	lure	low	2	40	similar	11
313.7	2.5	foil	n/a	1	0	new	5
318.2	2.5	repeat	n/a	2	12	old	4
322.7	2.5	lure	high	1	4	new	10
327.2	2.5	foil	n/a	1	0	new	11
331.7	2.5	repeat	n/a	1	12	new	10
336.2	2.5	repeat	n/a	1	4	new	12
340.7	2.5	lure	high	2	4	similar	8
345.2	2.5	foil	n/a	1	0	new	6
349.7	2.5	repeat	n/a	1	4	new	7
354.2	2.5	repeat	n/a	2	4	old	9
358.7	2.5	lure	high	1	12	new	12
363.2	2.5	lure	high	1	12	new	10
367.7	2.5	repeat	n/a	2	4	old	11
372.2	2.5	lure	low	1	4	new	5
376.7	2.5	repeat	n/a	2	40	old	10
381.2	2.5	foil	n/a	1	0	new	6
385.7	2.5	repeat	n/a	2	12	old	6
390.2	2.5	lure	low	2	4	new	10
394.7	2.5	foil	n/a	1	0	new	10
399.2	2.5	foil	n/a	1	0	new	9
403.7	2.5	foil	n/a	1	0	new	9
408.2	2.5	foil	n/a	1	0	new	8
412.7	2.5	lure	high	2	12	old	10
417.2	2.5	lure	high	2	12	old	7
421.7	2.5	repeat	n/a	2	40	old	7
426.2	2.5	foil	n/a	1	0	new	8
430.7	2.5	repeat	n/a	2	40	old	11
435.2	2.5	repeat	n/a	1	12	new	10
439.7	2.5	lure	high	2	40	similar	10
444.2	2.5	foil	n/a	1	0	new	9
448.7	2.5	foil	n/a	1	0	new	13
453.2	2.5	repeat	n/a	1	4	new	14
457.7	2.5	foil	n/a	1	0	new	12
462.2	2.5	repeat	n/a	2	40	old	11
466.7	2.5	lure	low	2	40	new	12
471.2	2.5	repeat	n/a	2	4	old	8
475.7	2.5	foil	n/a	1	0	new	10
480.2	2.5	foil	n/a	1	0	new	10
484.7	2.5	foil	n/a	1	0	new	8
489.2	2.5	repeat	n/a	2	12	new	9
493.7	2.5	foil	n/a	1	0	new	10
498.2	2.5	foil	n/a	1	0	new	8
502.7	2.5	lure	high	1	4	new	13
507.2	2.5	foil	n/a	1	0	new	8
511.7	2.5	foil	n/a	1	0	new	8
516.2	2.5	foil	n/a	1	0	new	13
520.7	2.5	lure	high	2	4	similar	7
