onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	6
7.7	2.5	repeat	n/a	1	12	new	6
12.2	2.5	foil	n/a	1	0	new	11
16.7	2.5	repeat	n/a	1	40	new	10
21.2	2.5	foil	n/a	1	0	new	3
25.7	2.5	foil	n/a	1	0	new	8
30.2	2.5	repeat	n/a	1	40	new	8
34.7	2.5	foil	n/a	1	0	new	9
39.2	2.5	lure	low	1	40	new	8
43.7	2.5	repeat	n/a	1	12	new	6
48.2	2.5	foil	n/a	1	0	new	5
52.7	2.5	foil	n/a	1	0	new	7
57.2	2.5	lure	high	1	12	new	10
61.7	2.5	repeat	n/a	2	12	old	7
66.2	2.5	foil	n/a	1	0	new	11
70.7	2.5	foil	n/a	1	0	new	8
75.2	2.5	lure	high	1	40	new	6
79.7	2.5	lure	low	1	40	new	6
84.2	2.5	foil	n/a	1	0	new	6
88.7	2.5	foil	n/a	1	0	new	6
93.2	2.5	foil	n/a	1	0	new	6
97.7	2.5	repeat	n/a	2	12	old	6
102.2	2.5	foil	n/a	1	0	new	3
106.7	2.5	foil	n/a	1	0	new	10
111.2	2.5	lure	high	2	12	similar	9
115.7	2.5	foil	n/a	1	0	new	12
120.2	2.5	foil	n/a	1	0	new	9
124.7	2.5	foil	n/a	1	0	new	7
129.2	2.5	foil	n/a	1	0	new	6
133.7	2.5	foil	n/a	1	0	new	5
138.2	2.5	lure	high	1	12	new	9
142.7	2.5	foil	n/a	1	0	new	8
147.2	2.5	foil	n/a	1	0	new	7
151.7	2.5	foil	n/a	1	0	new	7
156.2	2.5	repeat	n/a	1	40	new	7
160.7	2.5	foil	n/a	1	0	new	9
165.2	2.5	repeat	n/a	1	40	new	6
169.7	2.5	repeat	n/a	1	4	new	6
174.2	2.5	foil	n/a	1	0	new	7
178.7	2.5	repeat	n/a	1	40	new	8
183.2	2.5	foil	n/a	1	0	new	6
187.7	2.5	repeat	n/a	2	4	old	9
192.2	2.5	lure	high	2	12	new	9
196.7	2.5	repeat	n/a	2	40	old	4
201.2	2.5	lure	high	1	40	new	9
205.7	2.5	lure	low	1	4	new	3
210.2	2.5	repeat	n/a	2	40	old	8
214.7	2.5	repeat	n/a	1	4	new	6
219.2	2.5	lure	low	2	40	new	3
223.7	2.5	lure	low	2	4	new	9
228.2	2.5	lure	low	1	4	new	9
232.7	2.5	repeat	n/a	2	4	old	3
237.2	2.5	foil	n/a	1	0	new	7
241.7	2.5	repeat	n/a	1	40	new	9
246.2	2.5	lure	low	2	4	new	8
250.7	2.5	foil	n/a	1	0	new	9
255.2	2.5	lure	high	2	40	new	7
259.7	2.5	lure	low	2	40	new	9
264.2	2.5	lure	low	1	12	new	10
268.7	2.5	repeat	n/a	1	4	new	7
273.2	2.5	lure	high	1	40	new	7
277.7	2.5	lure	high	1	4	new	10
282.2	2.5	foil	n/a	1	0	new	11
286.7	2.5	repeat	n/a	2	4	old	8
291.2	2.5	foil	n/a	1	0	new	10
295.7	2.5	lure	high	2	4	similar	9
300.2	2.5	lure	low	1	40	new	10
304.7	2.5	repeat	n/a	1	4	new	9
309.2	2.5	lure	high	1	4	new	7
313.7	2.5	repeat	n/a	1	4	n/a	12
318.2	2.5	lure	low	2	12	new	5
322.7	2.5	repeat	n/a	2	4	old	11
327.2	2.5	lure	high	2	4	old	8
331.7	2.5	repeat	n/a	2	4	old	6
336.2	2.5	repeat	n/a	2	40	old	7
340.7	2.5	lure	high	1	12	new	4
345.2	2.5	repeat	n/a	2	40	old	10
349.7	2.5	foil	n/a	1	0	new	3
354.2	2.5	foil	n/a	1	0	new	7
358.7	2.5	repeat	n/a	2	40	old	8
363.2	2.5	foil	n/a	1	0	new	7
367.7	2.5	repeat	n/a	1	4	new	7
372.2	2.5	lure	high	1	4	new	2
376.7	2.5	lure	low	1	12	new	7
381.2	2.5	lure	high	2	40	old	7
385.7	2.5	repeat	n/a	2	4	old	12
390.2	2.5	lure	high	2	4	old	5
394.7	2.5	lure	high	2	12	similar	7
399.2	2.5	foil	n/a	1	0	new	7
403.7	2.5	repeat	n/a	1	12	new	8
408.2	2.5	foil	n/a	1	0	new	8
412.7	2.5	foil	n/a	1	0	new	10
417.2	2.5	repeat	n/a	1	12	new	9
421.7	2.5	repeat	n/a	2	40	old	2
426.2	2.5	lure	low	1	4	new	7
430.7	2.5	lure	low	2	12	new	8
435.2	2.5	foil	n/a	1	0	new	9
439.7	2.5	lure	low	1	12	new	4
444.2	2.5	lure	low	2	4	new	6
448.7	2.5	repeat	n/a	1	12	new	6
453.2	2.5	lure	high	2	40	old	8
457.7	2.5	repeat	n/a	2	12	old	9
462.2	2.5	repeat	n/a	1	12	new	7
466.7	2.5	foil	n/a	1	0	new	5
471.2	2.5	repeat	n/a	2	12	old	7
475.7	2.5	foil	n/a	1	0	new	4
480.2	2.5	lure	low	2	40	new	11
484.7	2.5	foil	n/a	1	0	new	7
489.2	2.5	foil	n/a	1	0	new	5
493.7	2.5	lure	low	2	12	new	5
498.2	2.5	foil	n/a	1	0	new	8
502.7	2.5	repeat	n/a	2	12	old	7
507.2	2.5	foil	n/a	1	0	new	12
511.7	2.5	foil	n/a	1	0	new	9
516.2	2.5	repeat	n/a	2	12	old	9
520.7	2.5	foil	n/a	1	0	new	8
