onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	repeat	n/a	1	12	new	4
7.7	2.5	foil	n/a	1	0	new	5
12.2	2.5	lure	low	1	12	new	3
16.7	2.5	foil	n/a	1	0	new	4
21.2	2.5	lure	high	1	12	new	6
25.7	2.5	repeat	n/a	1	12	new	2
30.2	2.5	repeat	n/a	1	4	new	5
34.7	2.5	foil	n/a	1	0	n/a	7
39.2	2.5	foil	n/a	1	0	new	6
43.7	2.5	repeat	n/a	1	40	new	4
48.2	2.5	repeat	n/a	2	4	old	4
52.7	2.5	foil	n/a	1	0	new	2
57.2	2.5	repeat	n/a	2	12	old	5
61.7	2.5	repeat	n/a	1	12	new	4
66.2	2.5	lure	low	2	12	new	3
70.7	2.5	foil	n/a	1	0	new	3
75.2	2.5	lure	high	2	12	similar	4
79.7	2.5	repeat	n/a	2	12	old	3
84.2	2.5	foil	n/a	1	0	new	4
88.7	2.5	lure	high	1	12	new	5
93.2	2.5	repeat	n/a	1	12	new	5
97.7	2.5	foil	n/a	1	0	new	7
102.2	2.5	lure	high	1	12	new	5
106.7	2.5	repeat	n/a	1	4	new	11
111.2	2.5	foil	n/a	1	0	new	4
115.7	2.5	repeat	n/a	2	12	old	5
120.2	2.5	lure	low	1	40	new	5
124.7	2.5	repeat	n/a	2	4	old	10
129.2	2.5	foil	n/a	1	0	new	4
133.7	2.5	foil	n/a	1	0	new	4
138.2	2.5	foil	n/a	1	0	new	4
142.7	2.5	lure	high	2	12	similar	4
147.2	2.5	repeat	n/a	2	12	old	6
151.7	2.5	lure	high	1	40	new	5
156.2	2.5	lure	high	2	12	similar	6
160.7	2.5	foil	n/a	1	0	new	4
165.2	2.5	foil	n/a	1	0	new	6
169.7	2.5	repeat	n/a	1	4	new	3
174.2	2.5	lure	high	1	4	new	4
178.7	2.5	foil	n/a	1	0	new	4
183.2	2.5	lure	high	1	40	new	5
187.7	2.5	repeat	n/a	2	4	old	4
192.2	2.5	lure	high	2	4	old	6
196.7	2.5	lure	high	1	4	new	5
201.2	2.5	repeat	n/a	1	40	new	5
205.7	2.5	foil	n/a	1	0	new	8
210.2	2.5	lure	low	1	40	new	8
214.7	2.5	lure	high	2	4	similar	7
219.2	2.5	lure	low	1	4	new	6
223.7	2.5	repeat	n/a	2	40	old	5
228.2	2.5	lure	high	1	40	new	7
232.7	2.5	repeat	n/a	1	40	new	4
237.2	2.5	lure	low	2	4	similar	8
241.7	2.5	foil	n/a	1	0	new	6
246.2	2.5	foil	n/a	1	0	new	9
250.7	2.5	foil	n/a	1	0	new	7
255.2	2.5	repeat	n/a	1	40	new	7
259.7	2.5	repeat	n/a	1	40	new	6
264.2	2.5	lure	low	1	4	new	5
268.7	2.5	foil	n/a	1	0	new	4
273.2	2.5	foil	n/a	1	0	new	4
277.7	2.5	lure	low	1	4	new	4
282.2	2.5	lure	low	2	4	similar	6
286.7	2.5	foil	n/a	1	0	new	6
291.2	2.5	lure	low	1	40	new	5
295.7	2.5	lure	low	2	4	similar	6
300.2	2.5	lure	low	2	40	similar	7
304.7	2.5	repeat	n/a	1	40	new	6
309.2	2.5	repeat	n/a	1	4	new	4
313.7	2.5	lure	low	1	12	new	9
318.2	2.5	repeat	n/a	1	4	new	9
322.7	2.5	foil	n/a	1	0	new	6
327.2	2.5	repeat	n/a	2	4	old	4
331.7	2.5	lure	high	2	40	similar	10
336.2	2.5	repeat	n/a	2	4	similar	6
340.7	2.5	foil	n/a	1	0	new	2
345.2	2.5	foil	n/a	1	0	new	3
349.7	2.5	foil	n/a	1	0	new	5
354.2	2.5	foil	n/a	1	0	new	5
358.7	2.5	foil	n/a	1	0	new	3
363.2	2.5	lure	high	2	40	old	8
367.7	2.5	lure	low	2	12	similar	6
372.2	2.5	foil	n/a	1	0	new	8
376.7	2.5	foil	n/a	1	0	new	6
381.2	2.5	repeat	n/a	2	40	old	4
385.7	2.5	foil	n/a	1	0	new	5
390.2	2.5	lure	low	2	40	similar	5
394.7	2.5	foil	n/a	1	0	new	3
399.2	2.5	foil	n/a	1	0	similar	5
403.7	2.5	foil	n/a	1	0	new	6
408.2	2.5	lure	high	2	40	new	2
412.7	2.5	repeat	n/a	2	40	old	3
417.2	2.5	foil	n/a	1	0	new	6
421.7	2.5	repeat	n/a	1	12	new	5
426.2	2.5	repeat	n/a	1	4	new	3
430.7	2.5	lure	high	1	4	new	5
435.2	2.5	repeat	n/a	2	40	old	5
439.7	2.5	repeat	n/a	2	40	old	7
444.2	2.5	repeat	n/a	2	4	old	4
448.7	2.5	lure	high	2	4	old	4
453.2	2.5	repeat	n/a	1	12	new	5
457.7	2.5	lure	low	1	12	new	7
462.2	2.5	foil	n/a	1	0	new	5
466.7	2.5	foil	n/a	1	0	new	5
471.2	2.5	lure	low	2	40	new	8
475.7	2.5	repeat	n/a	2	12	old	3
480.2	2.5	foil	n/a	1	0	new	6
484.7	2.5	repeat	n/a	2	40	old	6
489.2	2.5	foil	n/a	1	0	new	4
493.7	2.5	foil	n/a	1	0	new	5
498.2	2.5	foil	n/a	1	0	new	2
502.7	2.5	foil	n/a	1	0	new	5
507.2	2.5	repeat	n/a	2	12	old	6
511.7	2.5	lure	low	2	12	similar	5
516.2	2.5	foil	n/a	1	0	new	5
520.7	2.5	foil	n/a	1	0	new	2
